source_id,zotero_key,bibtex_key,doi,pmid,arxiv_id,title,year,venue,method_family,design_modality,input_requirement,output_type,availability_status,code_url,weights_url,pdf_status,screening_status,exclusion_reason
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,WGBQ83EI,mastropietro_learning_2023,10.1038/s42256-023-00756-9,,,Learning characteristics of graph neural networks predicting protein–ligand affinities,2023,Nature Machine Intelligence,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,WKXIMTGE,johnson_induction_2013,10.1073/pnas.1308673110,,,Induction of IL-17 and nonclassical T-cell activation by HIV-Tat protein,2013,Proceedings of the National Academy of Sciences,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,WQS0BUR5,wang_therapeutic_2022,10.1038/s41392-022-00904-4,,,Therapeutic peptides: current applications and future directions,2022,Signal Transduction and Targeted Therapy,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,WRN9AEIG,zhou_computer-aided_2021,10.1186/s12964-020-00701-y,33557880,,Computer-aided design of PVR mutants with enhanced binding affinity to TIGIT.,2021,Cell communication and signaling : CCS,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,WUQTVXKM,pyles_h_controlling_2019,10.1038/s41586-019-1361-6,31292559,,Controlling protein assembly on inorganic crystals through designed protein interfaces,2019,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,WY7FNIEM,li_graph-structured_2025,,,,"Graph-structured Small Molecule Drug Discovery Through Deep Learning: Progress, Challenges, and Opportunities",2025,arXiv preprint arXiv:2502.08975,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,X2ECW56B,hu_evolution_2026,10.59717/j.xinn-drugdisc.2026.100009,,,The evolution of computation-driven paradigms in targeted peptide drug design: From predictive modeling to generative AI and clinical translation,2026,The Innovation Drug Discovery,generative full-atom or diffusion model,structure/sequence generative modeling,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,background-only,review or broad background source
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,X5D2XQC9,zhou_repositioning_2021,10.3390/biom11050706,34068552,,Repositioning Azelnidipine as a Dual Inhibitor Targeting CD47/SIRPα and TIGIT/PVR Pathways for Cancer Immuno-Therapy.,2021,Biomolecules,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,X76V8WRA,bryant_evobind_2022,10.1101/2022.07.23.501214,,,EvoBind: <em>in silico</em> directed evolution of peptide binders with AlphaFold,2022,bioRxiv,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,background-only,review or broad background source
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,XKF7KN2B,chen_dual_2018,10.1002/ijc.31730,29981155,,Dual TGF-β and PD-1 blockade synergistically enhances MAGE-A3-specific CD8+ T cell response in esophageal squamous cell carcinoma.,2018,International journal of cancer,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,XPIELSIM,marcos_e_novo_2018,10.1038/s41594-018-0141-6,30374087,,De novo design of a non-local β-sheet protein with high stability and accuracy,2018,Nat Struct Mol Biol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,XUSU8YGI,wang_peptide_2026,10.1126/scitranslmed.adz0672,,,A peptide immunomodulator activates MST1 to expand and stabilize murine and human regulatory T cells for immune tolerance,2026,Science Translational Medicine,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,Y9WEJHE3,fan_assessing_2026,10.1038/s41467-026-69303-5,,,Assessing conformation validity and rationality of deep learning-generated 3D molecules,2026,Nature Communications,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,YBB3PXTB,wu_novel_2017,10.2174/0929866524666170419152700,28425860,,A Novel Recombinant Multi-Epitope Vaccine Could Induce Specific Cytotoxic T Lymphocyte Response In Vitro and In Vivo.,2017,Protein and peptide letters,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,YIV9AVT4,romero-molina_ppi-affinity_2022,10.1021/acs.jproteome.2c00020,,,PPI-Affinity: A Web Tool for the Prediction and Optimization of Protein–Peptide and Protein–Protein Binding Affinity,2022,Journal of Proteome Research,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:PD-wiki_多肽从头设计工具方法综述,YKPUQAA6,ling_identification_2022,,,,Identification of Immune Subtypes of Esophageal Adenocarcinoma to Predict Prognosis and Immunotherapy Response,2022,Pharmaceuticals,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,Z8PIBUQ3,qin_systems_2025,10.1016/j.celrep.2025.115715,,,Systems and synthetic biology for plant natural product pathway elucidation,2025,Cell Reports,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ZE3W4E7F,wang_scaffolding_2022,10.1126/science.abn2100,,,Scaffolding protein functional sites using deep learning,2022,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ZE4MK59G,shen_discovery_2023,10.1136/jitc-2023-007068,,,Discovery of a novel dual-targeting D-peptide to block CD24/Siglec-10 and PD-1/PD-L1 interaction and synergize with radiotherapy for cancer immunotherapy,2023,Journal for ImmunoTherapy of Cancer,D-peptide or chirality-aware design,chirality-aware design/search,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ZEFTQC3C,zhao_identification_2022,10.1021/acs.jcim.1c00590,34648290,,Identification of Novel CD39 Inhibitors Based on Virtual Screening and Enzymatic Assays.,2022,Journal of chemical information and modeling,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ZF7F5FXN,sadri_is_2023,10.1021/acs.jmedchem.2c01737,,,Is Target-Based Drug Discovery Efficient? Discovery and “Off-Target” Mechanisms of All Drugs,2023,Journal of Medicinal Chemistry,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ZHFA9A2E,zhai_novel_2020,10.1016/j.apsb.2020.01.005,,,A novel cyclic peptide targeting LAG-3 for cancer immunotherapy by activating antigen-specific CD8+ T cell responses,2020,Acta Pharmaceutica Sinica B,cyclic/macrocyclic peptide design,cyclic or macrocycle structure-aware design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,background-only,outside primary five-year window
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ZHT8LPD6,yang_fish_2024,10.1016/j.jconrel.2023.11.042,38030081,,Fish oil-based microemulsion can efficiently deliver oral peptide blocking PD-1/PD-L1 and simultaneously induce ferroptosis for cancer immunotherapy.,2024,Journal of controlled release : official journal of the Controlled Release Society,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ZWHMJEXJ,mardikoraem_generative_2023,10.1093/bib/bbad358,,,Generative models for protein sequence modeling: recent advances and future directions,2023,Briefings in Bioinformatics,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ZYFCZKMH,ahern_atom_2025,10.1101/2025.04.09.648075,,,Atom level enzyme active site scaffolding using RFdiffusion2,2025,bioRxiv,generative full-atom or diffusion model,structure/sequence generative modeling,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:D-peptide design; zotero_query:binder design; zotero_query:peptide binder design; zotero_query:peptide design,ZYXEHKID,childs_cck_2025,10.1101/2025.11.21.689740,,,CCK * (Convex Closure K *): A Suite of Algorithms for the De Novo Design of L- and D-peptide Binders,2025,bioRxiv,D-peptide or chirality-aware design,chirality-aware design/search,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
